ImageID,Source,LabelName,Confidence,Subset,OriginalURL,OriginalLandingURL,License,AuthorProfileURL,Author,Title,OriginalSize,OriginalMD5,Thumbnail300KURL,Rotation
1f9a647ddb72a8c9,machine,/m/0dgw9r,0.5276930000000001,train,https://c2.staticflickr.com/4/3265/2312331899_10af530465_o.jpg,https://www.flickr.com/photos/erwinrommel/2312331899,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/erwinrommel/,Torsten Maue,Hostess von Intel,1100930,tI3qPzLFCFmfDdgVMv3flw==,https://c6.staticflickr.com/4/3265/2312331899_7a48792887_z.jpg,270.0
4b3ad175c8668b90,machine,/m/0641k,0.69372,train,https://farm1.staticflickr.com/7274/7703821592_0ed7612b19_o.jpg,https://www.flickr.com/photos/hinkelstone/7703821592,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/hinkelstone/,quapan,"die Verhandlungen über den Kaufvertrag Ihres Grundstückes noch laufen und dass noch nicht feststeht, ob Sie Alleinerbe sind oder nicht",367448,mvMdYhq/NQXrkt+wc4bifA==,https://c2.staticflickr.com/8/7274/7703821592_6aa19c8c65_z.jpg,
155ea429631b28ac,machine,/m/01x314,0.5385770000000001,train,https://c5.staticflickr.com/2/1403/570587197_c45bf33632_o.jpg,https://www.flickr.com/photos/marcusq/570587197,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/marcusq/,Marcus Quigmire,My Room,2307432,Wj7w/WnaU8g0lJgZMhEtXg==,https://c2.staticflickr.com/2/1403/570587197_a0dd373acb_z.jpg,0.0
865a329e682983d8,verification,/m/01prls,1.0,train,https://c1.staticflickr.com/1/81/251798267_2047fda971_o.jpg,https://www.flickr.com/photos/f-r-a-n-k/251798267,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/f-r-a-n-k/,Frank Hebbert,bumper sticker,535900,m+Dz1Q0toYaKwc7ghHs1xg==,https://c4.staticflickr.com/1/81/251798267_2047fda971_z.jpg,0.0
5350889aa3b50107,crowdsource-verification,/m/0db6d,0.0,train,https://farm8.staticflickr.com/8325/8143029509_8127c89dcf_o.jpg,https://www.flickr.com/photos/newtown_grafitti/8143029509,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/newtown_grafitti/,Newtown grafitti,"HAUNTED HOTEL, XI",629273,Unr13/eOwhh8/2riDxiqqw==,https://c6.staticflickr.com/9/8325/8143029509_f10920952b_z.jpg,
c8d0286954aa3467,crowdsource-verification,/m/024gjb,0.0,train,https://farm8.staticflickr.com/6049/6297112130_732cc5e17e_o.jpg,https://www.flickr.com/photos/punktoad/6297112130,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/punktoad/,PunkToad,New From Africa,1435318,AoHL1II+mhYk65ReDaY8JQ==,https://c7.staticflickr.com/7/6049/6297112130_1b5a8c14fb_z.jpg,0.0
1d9560625e6232bb,verification,/m/05n4tjz,0.0,train,https://c4.staticflickr.com/9/8491/8277970620_c0055762bb_o.jpg,https://www.flickr.com/photos/stephanski/8277970620,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/stephanski/,Stephan Hochhaus,Grünkohl,108268,hnbPgDwbPeIimAz9539bxQ==,https://c3.staticflickr.com/9/8491/8277970620_f187829700_z.jpg,
87d8fe93cb15123e,verification,/m/07r04,1.0,train,https://c7.staticflickr.com/9/8540/8605344013_3296a9c7bf_o.jpg,https://www.flickr.com/photos/94141246@N05/8605344013,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/94141246@N05/,Times Asi,Vietnamese Army S-125 ground-to-air missile on ZIL truck,66926,KYZ0nw0hKNZAjMkE1qpF0g==,https://c5.staticflickr.com/9/8540/8605344013_63c9611b73_z.jpg,0.0
2151cb4d818eef6a,machine,/m/017kvv,0.690059,train,https://c3.staticflickr.com/6/5260/5430446559_1e38c67327_o.jpg,https://www.flickr.com/photos/kwintin/5430446559/,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/kwintin/,Quentin Meulepas,20110203_235324,3243372,nvenVD1cWSnD9u9VdQpInA==,https://c2.staticflickr.com/6/5260/5430446559_247e34607e_z.jpg,0.0
f3c2ee8bb3a30723,verification,/m/03q69,1.0,train,https://farm4.staticflickr.com/4024/4704699530_4a6a45c12f_o.jpg,https://www.flickr.com/photos/cleopatraclyalin/4704699530,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/cleopatraclyalin/,cleopatra yalin..Pose Pose Glamorr Y Amor,You left me in the darkness....,415352,VRFgdvGCN8UaCorLbQG8wA==,https://c4.staticflickr.com/5/4024/4704699530_29828c93fb_z.jpg,0.0
1d0664512e32f649,verification,/m/03gqk3z,0.0,train,https://c2.staticflickr.com/1/344/19307921529_1fd478cc9d_o.jpg,https://www.flickr.com/photos/janitors/19307921529,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/janitors/,Kārlis Dambrāns,Lexus RC-F,7773432,RooDhrsMD2lZOO3KiKMjEw==,https://c1.staticflickr.com/1/344/19307921529_937f0d8391_z.jpg,0.0
e8f7e999e3856f3c,verification,/m/03bt1vf,1.0,train,https://c5.staticflickr.com/8/7006/6639980145_d391bcd803_o.jpg,https://www.flickr.com/photos/faanography/6639980145,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/faanography/,IrfaanPhotography,_DSC0162,2870124,44/p0cZ4Ur0YEJ05CK/4pA==,https://c5.staticflickr.com/8/7006/6639980145_7afd255b02_z.jpg,0.0
1c668b6ffd60c734,machine,/m/012f08,0.970242,train,https://farm5.staticflickr.com/5261/5801898480_33825d7b8d_o.jpg,https://www.flickr.com/photos/stoo57/5801898480,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/stoo57/,StooMathiesen,1966 Chevrolet Corvette 427  Boat-tail1,6280045,pfUpFZog4unDgT9r4ZxeEg==,https://c1.staticflickr.com/6/5261/5801898480_e4f7f2b147_z.jpg,0.0
0a05f57caeae05ee,verification,/m/0f_rsr,0.0,train,https://c7.staticflickr.com/3/2745/4313720684_a9b9636834_o.jpg,https://www.flickr.com/photos/fukapon/4313720684,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/fukapon/,Ryo FUKAsawa,妹スマイル 野中詩季 02 DxO FP,2784334,T4jS45uFfKlSLAz772p00g==,https://c7.staticflickr.com/3/2745/4313720684_54281552fd_z.jpg,0.0
29174a6da8f00e60,machine,/m/0fpdgl,0.857341,train,https://farm1.staticflickr.com/8631/16270960462_995643a8ec_o.jpg,https://www.flickr.com/photos/munimiraflores/16270960462,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/munimiraflores/,Municipalidad de Miraflores,Remodelación integral  de Av. Ricardo Palma (22),6412597,6XoKRq7c93fQWitYL/28ow==,https://c7.staticflickr.com/9/8631/16270960462_8206f9afe0_z.jpg,0.0
9120139577c98b15,machine,/m/01sgl,0.938001,train,https://farm6.staticflickr.com/2516/3875177865_4793785468_o.jpg,https://www.flickr.com/photos/syriloth/3875177865,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/syriloth/,Gabriel,Two Men One Bike,740914,RyecV4/CfBHQeUUHmATG0Q==,https://c2.staticflickr.com/3/2516/3875177865_3cdebdb6a1_z.jpg,0.0
2d44c5809bda04dc,machine,/m/01jb4,0.591172,train,https://c5.staticflickr.com/9/8383/8570542212_d86b34eab0_o.jpg,https://www.flickr.com/photos/ed_webster/8570542212,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/ed_webster/,Ed Webster,Wilts & Berks Canal under restoration at Pewsham Locks,2563745,tUkn9WbuLUhZjKd42guQsw==,https://c3.staticflickr.com/9/8383/8570542212_45b5d24e0e_z.jpg,0.0
211102b12c4fd680,machine,/m/01tqrk,0.54692,train,https://farm1.staticflickr.com/8620/16486956017_9ef9816e67_o.jpg,https://www.flickr.com/photos/gobiernodechile/16486956017,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/gobiernodechile/,Gobierno de Chile,Presidenta de la República ofrece cena a participantes de Evento de Alto Nivel ONU Mujeres,616957,xB4xPGMcEnIivZLCEZCTVA==,https://c6.staticflickr.com/9/8620/16486956017_97430a8f41_z.jpg,0.0
9badf6744b6b5b5a,verification,/m/02vwbbb,1.0,train,https://c3.staticflickr.com/8/7411/12307291924_78666ca65b_o.jpg,https://www.flickr.com/photos/lwpkommunikacio/12307291924,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/lwpkommunikacio/,Lwp Kommunikáció,Kedvenc kajáink (2. évad),857678,czdanF0uDtRHMUEqHHH7Rw==,https://c1.staticflickr.com/8/7411/12307291924_14eb4e0e16_z.jpg,0.0
45a5d6fe85b12cb4,crowdsource-verification,/m/016c3c,1.0,train,https://farm5.staticflickr.com/3839/18831717952_e728a0c24b_o.jpg,https://www.flickr.com/photos/ufv/18831717952,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/ufv/,University of the Fraser Valley,2015 Convocation Ceremony 1 48,7550639,udqPn7mi1Dmoruku21LKrg==,https://c4.staticflickr.com/4/3839/18831717952_e90213098b_z.jpg,0.0
0092480d721e7d1a,verification,/m/05zppz,0.0,train,https://c3.staticflickr.com/7/6176/6148914271_fafba17ff1_o.jpg,https://www.flickr.com/photos/lundyk/6148914271,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/lundyk/,Kate Lundy,Visit 2011,2731770,8ClnoChhlo8tbfJ+jRQPhw==,https://c3.staticflickr.com/7/6176/6148914271_c9a7c586e0_z.jpg,0.0
32589e2c5d2148fe,machine,/m/02q7ylj,0.677207,train,https://c7.staticflickr.com/6/5091/5438690938_9d12bbe0ef_o.jpg,https://www.flickr.com/photos/topsteph53/5438690938,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/topsteph53/,Stephane Mignon,Le lion et ...mon ombre (Parc Malou -Bruxelles),5108117,yqGnLJB9yG+LxnuZGx2WaQ==,https://c1.staticflickr.com/6/5091/5438690938_b2089c1785_z.jpg,0.0
