ImageID,Source,LabelName,Confidence,Subset,OriginalURL,OriginalLandingURL,License,AuthorProfileURL,Author,Title,OriginalSize,OriginalMD5,Thumbnail300KURL,Rotation
0005b6a438d43ecc,verification,/m/01dxs,1.0,train,https://c5.staticflickr.com/4/3120/2763877287_c761449c31_o.jpg,https://www.flickr.com/photos/smcdevitt/2763877287,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/smcdevitt/,McD22,2008_0813CraterLake0681,878064,rhKyfliu/Z4bvKVG+fFM7Q==,https://c1.staticflickr.com/4/3120/2763877287_0ed360d76d_z.jpg,0.0
000c897307728e2d,verification,/m/01dxs,1.0,train,https://c6.staticflickr.com/3/2189/2138591877_d780e05aa4_o.jpg,https://www.flickr.com/photos/fredrte/2138591877,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/fredrte/,~Ealasaid~,amsterdam art-37,311364,BZeuXyhbJRPZ8Jt1BvP/8g==,https://c3.staticflickr.com/3/2189/2138591877_5b512cc917_z.jpg?zz=1,0.0
004fb8e9af4341c3,verification,/m/01dxs,1.0,train,https://farm4.staticflickr.com/3896/18695122279_2d8111e86f_o.jpg,https://www.flickr.com/photos/cogdog/18695122279,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/cogdog/,Alan Levine,Book Stacking,1581728,kqtgYZ8Sw1YhVBXSMRQahw==,https://c7.staticflickr.com/4/3896/18695122279_14743fcbae_z.jpg,0.0
0061debb2a202214,verification,/m/01dxs,1.0,train,https://farm5.staticflickr.com/4117/4913212957_6d4a5b4164_o.jpg,https://www.flickr.com/photos/kevinkrejci/4913212957,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/kevinkrejci/,Kevin Krejci,DSC_0379,2855632,z+k+IAcPsg9QrQvulfXVCQ==,https://c3.staticflickr.com/5/4117/4913212957_64cb73a229_z.jpg,0.0
006bf1bd35b330ec,verification,/m/01dxs,1.0,train,https://c5.staticflickr.com/1/51/193921270_9d82748e52_o.jpg,https://www.flickr.com/photos/ralphandjenny/193921270,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/ralphandjenny/,Ralph Daily,Beach Children,201674,EE1scZJ/AvfStdgQJfZnSg==,https://c3.staticflickr.com/1/51/193921270_9d82748e52_z.jpg?zz=1,0.0
007e16be6a1fba04,verification,/m/01dxs,1.0,train,https://farm5.staticflickr.com/3929/15245609518_52aa6406c6_o.jpg,https://www.flickr.com/photos/elliotjames/15245609518,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/elliotjames/,Elliot James,animals-2v2,491777,MNa3waZmzkMaRNqbX99s1w==,https://c8.staticflickr.com/4/3929/15245609518_da604ab717_z.jpg,0.0
0093034e0b5d378e,verification,/m/01dxs,1.0,train,https://c7.staticflickr.com/8/7136/7537491212_853a375637_o.jpg,https://www.flickr.com/photos/saucysalad/7537491212,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/saucysalad/,Rebecca Wilson,Oh hey alpha predator,6645229,QThO3qMMK/kYwtNa1pKB0g==,https://c8.staticflickr.com/8/7136/7537491212_1f446c8062_z.jpg,0.0
009390276fbe0c61,verification,/m/01dxs,1.0,train,https://farm2.staticflickr.com/3920/15221836575_4a6c0f274a_o.jpg,https://www.flickr.com/photos/spunkygidget/15221836575,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/spunkygidget/,Angela Glass,Are You There God? Fuddle & Judy Blume,2089514,SnJg3IO6FgVeOVTFWK4fvQ==,https://c4.staticflickr.com/4/3920/15221836575_d1416d29e1_z.jpg,
00c3583647e8432a,verification,/m/01dxs,1.0,train,https://c3.staticflickr.com/8/7469/15902864529_ee695e7986_o.jpg,https://www.flickr.com/photos/hrns/15902864529,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/hrns/,Henry Söderlund,Hairy beast tamed,8720384,LINAW5M353NgA57fb8tA3Q==,https://c7.staticflickr.com/8/7469/15902864529_bfd4ca9a59_z.jpg,90.0
0102923673de63c4,verification,/m/01dxs,1.0,train,https://farm5.staticflickr.com/5162/5202619358_bdca90fb8c_o.jpg,https://www.flickr.com/photos/hygienematters/5202619358,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/hygienematters/,SCA Svenska Cellulosa Aktiebolaget,Lovely koala with Cushelle toilet paper - SCA,50296,lH96YfBwyHHeJ085FaMTkQ==,https://c8.staticflickr.com/6/5162/5202619358_8a6bfddb0c_z.jpg,0.0
0117b918b6c134a1,verification,/m/01dxs,1.0,train,https://farm2.staticflickr.com/3405/4640657667_563248173a_o.jpg,https://www.flickr.com/photos/tylerkaraszewski/4640657667,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/tylerkaraszewski/,Tyler Karaszewski,IMG_7717,1376820,5quUdtdxynrDF4xVQKqr/w==,https://c5.staticflickr.com/4/3405/4640657667_bdf5f2779e_z.jpg,0.0
0155943ba3c56c98,verification,/m/01dxs,1.0,train,https://c1.staticflickr.com/5/4058/4327736615_e5c492e551_o.jpg,https://www.flickr.com/photos/andertoons-cartoons/4327736615,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/andertoons-cartoons/,Mark Anderson,Disney Jeu D'atout Ducale 3- Frere Tuck,1260301,yC7Ju5+tBhIOuP79z8Wlhw==,https://c5.staticflickr.com/5/4058/4327736615_694078a6e8_z.jpg,0.0
0155b267ade95d1e,verification,/m/01dxs,1.0,train,https://c7.staticflickr.com/4/3246/2876862567_0de2ae063f_o.jpg,https://www.flickr.com/photos/nostri-imago/2876862567/,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/nostri-imago/,Cliff,Clark's Trading Post Bear Show,265364,Ao1Dd/ETQRmJaiJIS+9sMw==,https://c5.staticflickr.com/4/3246/2876862567_f193f32b6a_z.jpg?zz=1,0.0
